id,beneficiary-name,date,direction,amount,description,currency,mcc,kind,label
58871468,Fit and Fun,4/1/2021,d,23.20,Personal trainer,USD,,pmt,47
10613403,Home cleaning service,4/1/2021,d,50.40,Cleaning,USD,,pmt,55
85329257,Home cleaning service,4/1/2021,d,45.80,Cleaning,USD,,pmt,55
77083739,Lending Club,4/1/2021,d,42.40,Loan Payment,USD,,pmt,77
43728875,Electro distribution,4/2/2021,d,90.70,Utilities payment,USD,,pmt,13
82754807,Wolt,4/2/2021,d,26.60,Food delivery,USD,5811.0,pmt,39
66469636,R-Pharm,4/2/2021,d,38.70,Medicine,USD,5912.0,pmt,49
41607473,Home cleaning service,4/2/2021,d,47.40,Cleaning,USD,,pmt,55
26768209,Blue moon spa,4/2/2021,d,22.30,Massage,USD,8050.0,pmt,82
20242555,Travel house,4/2/2021,d,888.70,Vacation,USD,5962.0,pmt,106
66930857,City parkings,4/3/2021,d,2.90,Parking fee,USD,7523.0,pmt,5
68771956,Home cleaning service,4/3/2021,d,49.50,Cleaning,USD,,pmt,55
12211755,Asseco,4/3/2021,c,"2,313.30",Salary,USD,,sal,62
72519920,Serenity Wellnes,4/3/2021,d,23.50,Massage,USD,8050.0,pmt,82
59799014,Wolt,4/4/2021,d,29.00,Food delivery,USD,5811.0,pmt,39
56190221,Home cleaning service,4/4/2021,d,50.30,Cleaning,USD,,pmt,55
72359262,Wells Fargo,4/4/2021,d,38.20,Loan Payment,USD,,pmt,77
85983811,Office365,4/4/2021,d,16.70,TV,USD,5045.0,pmt,90
32058742,Hulu,4/5/2021,d,9.50,Netflix subscription,USD,,pmt,21
11219573,Glovo,4/5/2021,d,17.20,Food delivery,USD,5811.0,pmt,39
12438945,Save our kids,4/5/2021,d,52.00,Charity,USD,,pmt,41
88132422,Connexus,4/6/2021,d,400.60,Mortgage pay,USD,,pmt,58
40158705,Barber shop,4/6/2021,d,24.60,Hair dye,USD,7230.0,pmt,80
71433274,Apple,4/7/2021,d,15.70,Apple music subscription,USD,5733.0,pmt,22
57456544,New York Times,4/7/2021,d,5.70,National Geographic,USD,5192.0,pmt,23
12175584,Lidl,4/7/2021,d,30.40,Supermaket shopping,USD,5499.0,pmt,38
55679730,Barber shop,4/7/2021,d,28.80,Hair dye,USD,7230.0,pmt,80
12729613,Pet shop,4/7/2021,d,23.80,Shopping,USD,5995.0,pmt,84
27026831,Faculty of contemporary arts,4/8/2021,d,181.60,Tuition,USD,8299.0,pmt,17
77130981,New York Times,4/8/2021,d,6.00,National Geographic,USD,5192.0,pmt,23
71750058,Delhaize,4/8/2021,d,30.70,Supermaket shopping,USD,5499.0,pmt,38
26836710,Glovo,4/8/2021,d,15.90,Food delivery,USD,5811.0,pmt,39
28133657,Lidl,4/8/2021,d,93.30,Supermaket shopping,USD,5200.0,pmt,56
15233362,Hertz,4/8/2021,d,11.80,Taxi,USD,7519.0,pmt,105
40321434,MetLife,4/10/2021,d,200.10,Life insurance premium,USD,6300.0,pmt,33
48260170,Swimming pool Activa,4/10/2021,d,13.90,Daily pool ticket,USD,5655.0,pmt,50
78584321,Residential Property,4/10/2021,d,172.40,Tax pay,USD,9311.0,pmt,96
86781380,Amazon,4/11/2021,d,13.70,Book,USD,,pmt,20
42494853,MetLife,4/11/2021,d,200.80,Life insurance premium,USD,6300.0,pmt,33
56194708,Glovo,4/11/2021,d,24.20,Food delivery,USD,5811.0,pmt,39
42056591,Home cleaning service,4/11/2021,d,48.30,Cleaning,USD,,pmt,55
27921598,Delhaize,4/11/2021,d,82.00,Supermaket shopping,USD,5200.0,pmt,56
35272422,,4/12/2021,d,155.30,ATM withdrawal,USD,,wdw,0
36604310,Comcast,4/12/2021,d,16.60,Television bill,USD,,pmt,12
48763143,Tele9,4/12/2021,d,10.60,Television bill,USD,,pmt,12
47417977,Delhaize,4/12/2021,d,34.50,Supermaket shopping,USD,5499.0,pmt,38
87432031,Delhaize,4/12/2021,d,37.50,Supermaket shopping,USD,5499.0,pmt,38
76544689,Wolt,4/12/2021,d,43.60,Food delivery,USD,5811.0,pmt,39
45916154,Generali,4/12/2021,d,45.70,Extended health insurance,USD,,pmt,48
16158965,Lily,4/12/2021,d,38.70,Medicine,USD,5912.0,pmt,49
41724617,Adobe,4/12/2021,d,18.60,Games,USD,5045.0,pmt,90
13503667,MasterCard,4/12/2021,d,77.50,Pay with Visa,USD,,pmt,100
49604265,A1 Telecom,4/13/2021,d,24.80,Internet bill,USD,,pmt,10
68077710,Amazon,4/13/2021,d,12.90,Book,USD,,pmt,20
20753352,Asseco,4/13/2021,c,"2,497.10",Salary,USD,,sal,62
86735144,Faculty of contemporary arts,4/14/2021,d,199.30,Tuition,USD,8299.0,pmt,17
73393927,National Geographic,4/14/2021,d,5.10,National Geographic,USD,5192.0,pmt,23
82016683,Lidl,4/14/2021,d,39.10,Supermaket shopping,USD,5499.0,pmt,38
58040610,Glovo,4/14/2021,d,49.50,Food delivery,USD,5811.0,pmt,39
24004723,Wolt,4/14/2021,d,42.70,Food delivery,USD,5811.0,pmt,39
87799232,Jill,4/14/2021,d,48.60,Allowance,USD,,pmt,67
56603162,Gerber Products Company,4/14/2021,d,54.70,Baby wardrobe,USD,,pmt,68
33000832,Revolut,4/15/2021,d,5.30,ATM withdrawal fee,USD,,fee,25
32080328,Wolt,4/15/2021,d,33.80,Food delivery,USD,5811.0,pmt,39
81260772,,4/16/2021,d,242.00,ATM withdrawal,USD,,wdw,0
84152054,Table tenis club PingPong,4/16/2021,d,11.80,Table tennis 2 hrs,USD,5655.0,pmt,50
31946105,Emmezeta,4/16/2021,d,52.90,Appliances,USD,5712.0,pmt,53
14652043,Serenity Wellnes,4/16/2021,d,21.90,Massage,USD,8050.0,pmt,82
35212561,Office365,4/16/2021,d,19.70,TV,USD,5045.0,pmt,90
79467261,MasterCard,4/16/2021,d,96.20,Pay with Mastercard,USD,,pmt,100
16228661,Hertz,4/16/2021,d,10.20,Car rent,USD,7519.0,pmt,105
79168933,National Geographic,4/17/2021,d,4.40,National Geographic,USD,5192.0,pmt,23
26901838,Revolut,4/17/2021,d,5.60,ATM withdrawal fee,USD,,fee,25
83041035,Bank of America,4/17/2021,d,4.10,Revolut Silver subscription,USD,,fee,26
16642307,MetLife,4/17/2021,d,201.00,Life insurance premium,USD,6300.0,pmt,33
63219460,Glovo,4/17/2021,d,15.20,Food delivery,USD,5811.0,pmt,39
76934379,Protetcta,4/17/2021,d,23.60,Doctor's appointment,USD,8011.0,pmt,44
17750470,Office365,4/17/2021,d,19.00,TV,USD,5045.0,pmt,90
57613960,Electro distribution,4/18/2021,d,54.00,Utilities payment,USD,,pmt,13
52315763,Faculty of contemporary arts,4/18/2021,d,167.80,Tuition,USD,8299.0,pmt,17
25319112,New York Times,4/18/2021,d,5.50,New York Times,USD,5192.0,pmt,23
45330161,Wolt,4/18/2021,d,38.60,Food delivery,USD,5811.0,pmt,39
22149999,Gift Voucher,4/18/2021,d,171.70,Birthday gifts,USD,5947.0,pmt,42
27976815,Fit and Fun,4/18/2021,d,25.80,Gym membership,USD,,pmt,47
43893103,Pet salon Rex,4/18/2021,d,10.20,Grooming,USD,,pmt,85
67398830,Music school,4/19/2021,d,157.90,Tuition,USD,8299.0,pmt,17
36370226,Glovo,4/19/2021,d,47.50,Food delivery,USD,5811.0,pmt,39
62189376,Gift shop,4/19/2021,d,57.30,Birthday gifts,USD,5947.0,pmt,42
52343821,Sixt GmbH,4/19/2021,d,11.60,Car rent,USD,7519.0,pmt,105
18846955,A1 Telecom,4/20/2021,d,12.50,Mobile phone bill,USD,,pmt,11
15387438,Delhaize,4/20/2021,d,37.70,Supermaket shopping,USD,5499.0,pmt,38
81957044,Wolt,4/20/2021,d,32.60,Food delivery,USD,5811.0,pmt,39
36958785,City parkings,4/21/2021,d,1.80,Parking fee,USD,7523.0,pmt,5
58899244,Home cleaning service,4/21/2021,d,51.00,Cleaning,USD,,pmt,55
10166729,Pet hotel Happy Dog,4/21/2021,d,100.60,Monthly stay,USD,5995.0,pmt,83
40304231,Real Estate,4/21/2021,d,167.10,Tax pay,USD,9311.0,pmt,96
11415482,Hulu,4/22/2021,d,5.40,Netflix subscription,USD,,pmt,21
82672832,Glovo,4/22/2021,d,39.00,Food delivery,USD,5811.0,pmt,39
57913436,,4/23/2021,d,162.00,ATM withdrawal,USD,,wdw,0
65883674,Bank of America,4/23/2021,d,4.70,Revolut Silver subscription,USD,,fee,26
83836055,Wolt,4/23/2021,d,21.80,Food delivery,USD,5811.0,pmt,39
17444905,Glovo,4/23/2021,d,18.70,Food delivery,USD,5811.0,pmt,39
17255605,Delhaize,4/23/2021,d,90.20,Supermaket shopping,USD,5200.0,pmt,56
60014073,Karate club,4/23/2021,d,20.60,Club membership,USD,,pmt,71
83216834,Serenity Wellnes,4/23/2021,d,24.90,Massage,USD,8050.0,pmt,82
62242503,Comcast,4/24/2021,d,18.30,Television bill,USD,,pmt,12
62726303,Book depository,4/24/2021,d,7.20,Amazon Kindle subscription,USD,,pmt,20
12887873,Glovo,4/24/2021,d,16.10,Food delivery,USD,5811.0,pmt,39
89356973,Glovo,4/24/2021,d,17.80,Food delivery,USD,5811.0,pmt,39
21227361,Generali,4/24/2021,d,45.40,Extended health insurance,USD,,pmt,48
86556224,Serenity Wellnes,4/24/2021,d,20.10,Massage,USD,8050.0,pmt,82
66745234,Tele9,4/25/2021,d,10.50,Television bill,USD,,pmt,12
57150698,Glovo,4/25/2021,d,17.50,Food delivery,USD,5811.0,pmt,39
43287646,Home cleaning service,4/25/2021,d,48.50,Cleaning,USD,,pmt,55
54996600,Lidl,4/25/2021,d,74.10,Supermaket shopping,USD,5200.0,pmt,56
46265311,,4/26/2021,d,149.20,ATM withdrawal,USD,,wdw,0
43287158,Generali,4/26/2021,d,45.00,Extended health insurance,USD,,pmt,48
40973670,Wolt,4/27/2021,d,17.90,Food delivery,USD,5811.0,pmt,39
57798469,Josh,4/27/2021,d,41.10,Allowance,USD,,pmt,67
18628174,Blue moon spa,4/27/2021,d,21.50,Spa treatment,USD,8050.0,pmt,82
75888461,A1 Telecom,4/28/2021,d,27.20,Internet bill,USD,,pmt,10
64402112,T-Mobile,5/1/2021,d,15.50,Mobile phone bill,USD,,pmt,11
25497564,Heating,5/1/2021,d,53.70,Utilities payment,USD,,pmt,13
84915683,Lidl,5/1/2021,d,30.80,Supermaket shopping,USD,5499.0,pmt,38
80551559,Wolt,5/1/2021,d,40.50,Food delivery,USD,5811.0,pmt,39
89258546,Jill,5/1/2021,d,47.90,Allowance,USD,,pmt,67
34713137,Raiffeisen Leasing,5/2/2021,d,450.90,Financial leasing,USD,7394.0,pmt,3
28749057,Wolt,5/2/2021,d,32.10,Food delivery,USD,5811.0,pmt,39
25869612,Hertz,5/2/2021,d,13.10,Taxi,USD,7519.0,pmt,105
28166245,Hulu,5/3/2021,d,9.30,Hulu subscription,USD,,pmt,21
49152289,Fit and Fun,5/3/2021,d,22.70,Gym membership,USD,,pmt,47
11265683,Apple,5/4/2021,d,15.10,Spotify premium subscription,USD,5733.0,pmt,22
48747430,Lidl,5/4/2021,d,38.00,Supermaket shopping,USD,5499.0,pmt,38
17039506,Glovo,5/4/2021,d,15.50,Food delivery,USD,5811.0,pmt,39
78392133,Sixt GmbH,5/4/2021,d,11.30,Taxi,USD,7519.0,pmt,105
38283842,Sixt GmbH,5/4/2021,d,12.40,Car rent,USD,7519.0,pmt,105
27846899,,5/5/2021,d,190.30,ATM withdrawal,USD,,wdw,0
10421646,City parkings,5/5/2021,d,2.80,Parking fee,USD,7523.0,pmt,5
33288207,A1 Telecom,5/5/2021,d,29.50,Internet bill,USD,,pmt,10
69635201,Glovo,5/5/2021,d,18.60,Food delivery,USD,5811.0,pmt,39
51680642,,5/6/2021,d,153.30,ATM withdrawal,USD,,wdw,0
78796714,Comcast,5/6/2021,d,10.30,Television bill,USD,,pmt,12
85152490,Bank of America,5/6/2021,d,7.60,Online banking fee,USD,,fee,26
69032602,Wolt,5/6/2021,d,47.20,Food delivery,USD,5811.0,pmt,39
35066055,Asseco,5/6/2021,c,"2,446.90",Salary,USD,,sal,62
85605629,Wolt,5/7/2021,d,48.80,Food delivery,USD,5811.0,pmt,39
76525894,Wolt,5/7/2021,d,16.90,Food delivery,USD,5811.0,pmt,39
32909323,Lending Club,5/7/2021,d,64.00,Loan Payment,USD,,pmt,77
49396339,MetLife,5/8/2021,d,200.40,Life insurance premium,USD,6300.0,pmt,33
27881938,Lidl,5/8/2021,d,40.10,Supermaket shopping,USD,5499.0,pmt,38
45353764,Wolt,5/8/2021,d,33.90,Food delivery,USD,5811.0,pmt,39
11214644,,5/9/2021,d,241.10,ATM withdrawal,USD,,wdw,0
82378068,Bank of America,5/9/2021,d,5.00,Revolut Silver subscription,USD,,fee,26
58005439,Orange,5/10/2021,d,34.60,Internet bill,USD,,pmt,10
70976000,Claire Stevens,5/10/2021,c,300.40,Monthly rent,USD,,dep,64
10517968,Heating,5/11/2021,d,50.90,Utilities payment,USD,,pmt,13
51637696,Electro distribution,5/11/2021,d,46.00,Utilities payment,USD,,pmt,13
77004257,Wolt,5/11/2021,d,28.90,Food delivery,USD,5811.0,pmt,39
20743203,Wolt,5/11/2021,d,46.30,Food delivery,USD,5811.0,pmt,39
67749582,Coinbase,5/11/2021,c,645.60,Cryptocurrency sales,USD,,dep,59
36764687,Glovo,5/12/2021,d,33.50,Food delivery,USD,5811.0,pmt,39
82062321,Swimming pool Activa,5/12/2021,d,15.20,Daily pool ticket,USD,5655.0,pmt,50
74452868,Coinbase,5/12/2021,c,724.20,Project based fee,USD,,dep,59
52299796,A1 Telecom,5/13/2021,d,33.20,Internet bill,USD,,pmt,10
44062965,Hulu,5/13/2021,d,8.60,Netflix subscription,USD,,pmt,21
41527424,Glovo,5/13/2021,d,50.10,Food delivery,USD,5811.0,pmt,39
71767649,Pet hotel Happy Dog,5/13/2021,d,100.50,Monthly stay,USD,5995.0,pmt,83
63131923,Wolt,5/15/2021,d,17.60,Food delivery,USD,5811.0,pmt,39
40883447,Lidl,5/15/2021,d,77.30,Supermaket shopping,USD,5200.0,pmt,56
79145432,Lidl,5/15/2021,d,90.00,Supermaket shopping,USD,5200.0,pmt,56
81792092,PersonalLoans,5/15/2021,d,7.00,Charge pay,USD,,fee,74
25290482,Bank of America,5/16/2021,d,5.00,Online banking fee,USD,,fee,26
32475545,Delhaize,5/16/2021,d,39.90,Supermaket shopping,USD,5499.0,pmt,38
27801747,Lidl,5/16/2021,d,30.10,Supermaket shopping,USD,5499.0,pmt,38
31849343,Delhaize,5/16/2021,d,83.90,Supermaket shopping,USD,5200.0,pmt,56
59098190,Volvo service,5/17/2021,d,225.00,Regular service,USD,7538.0,pmt,7
56670501,Wolt,5/17/2021,d,46.60,Food delivery,USD,5811.0,pmt,39
44738521,Medilife,5/17/2021,d,48.50,Specialist,USD,8011.0,pmt,45
35139353,Revolut,5/17/2021,c,273.30,Interest,USD,,dep,61
79804236,Adobe,5/17/2021,d,15.20,Games,USD,5045.0,pmt,90
11537344,Wolt,5/18/2021,d,29.20,Food delivery,USD,5811.0,pmt,39
16365278,Glovo,5/18/2021,d,20.30,Food delivery,USD,5811.0,pmt,39
37395197,Glovo,5/18/2021,d,25.40,Food delivery,USD,5811.0,pmt,39
71697862,Orange,5/19/2021,d,5.70,Phone bill,USD,,pmt,9
57135566,A1 Telecom,5/19/2021,d,13.20,Mobile phone bill,USD,,pmt,11
83214659,Book depository,5/19/2021,d,121.60,Books,USD,,pmt,15
46531845,Lidl,5/19/2021,d,31.50,Supermaket shopping,USD,5499.0,pmt,38
11778002,Glovo,5/19/2021,d,45.20,Food delivery,USD,5811.0,pmt,39
11138313,Glovo,5/19/2021,d,36.90,Food delivery,USD,5811.0,pmt,39
44679002,Glovo,5/19/2021,d,45.10,Food delivery,USD,5811.0,pmt,39
38281845,Fit and Fun,5/19/2021,d,21.80,Personal trainer,USD,,pmt,47
78625804,Pet hotel Happy Dog,5/19/2021,d,100.90,Monthly stay,USD,5995.0,pmt,83
53235293,Tele9,5/20/2021,d,14.50,Television bill,USD,,pmt,12
65756810,Faculty of contemporary arts,5/20/2021,d,186.50,Tuition,USD,8299.0,pmt,17
37852815,Delhaize,5/20/2021,d,34.30,Supermaket shopping,USD,5499.0,pmt,38
58287808,Wolt,5/20/2021,d,21.60,Food delivery,USD,5811.0,pmt,39
75885438,Lidl,5/20/2021,d,100.60,Supermaket shopping,USD,5200.0,pmt,56
81183969,Josh,5/20/2021,d,35.70,Allowance,USD,,pmt,67
89885929,Book depository,5/21/2021,d,13.40,Book,USD,,pmt,20
32135981,Wolt,5/21/2021,d,44.40,Food delivery,USD,5811.0,pmt,39
70729124,Electro distribution,5/22/2021,d,91.20,Utilities payment,USD,,pmt,13
44991704,Amazon,5/22/2021,d,13.80,Book,USD,,pmt,20
74699073,Delhaize,5/22/2021,d,33.70,Supermaket shopping,USD,5499.0,pmt,38
38114025,Dental Plus,5/22/2021,d,30.30,Doctor's appointment,USD,8011.0,pmt,44
15590012,Pet hotel Happy Dog,5/22/2021,d,100.30,Monthly stay,USD,5995.0,pmt,83
57195573,A1 Telecom,5/23/2021,d,33.50,Internet bill,USD,,pmt,10
67238049,Glovo,5/23/2021,d,34.80,Food delivery,USD,5811.0,pmt,39
55206970,Glovo,5/23/2021,d,40.40,Food delivery,USD,5811.0,pmt,39
69048741,Swimming school,5/23/2021,d,21.20,Membership,USD,,pmt,71
65253880,Legend,5/23/2021,d,230.20,Clothes,USD,,pmt,89
64747015,Office365,5/23/2021,d,11.90,Games,USD,5045.0,pmt,90
29252863,Sixt GmbH,5/23/2021,d,10.00,Car rent,USD,7519.0,pmt,105
69960872,Heating,5/24/2021,d,83.30,Utilities payment,USD,,pmt,13
80018306,Wolt,5/24/2021,d,46.70,Food delivery,USD,5811.0,pmt,39
37010602,Swimming pool Activa,5/24/2021,d,12.10,Table tennis 2 hrs,USD,5655.0,pmt,50
12150661,Swimming school,5/24/2021,d,28.40,Membership,USD,,pmt,71
70572567,A1 Telecom,5/25/2021,d,15.00,Mobile phone bill,USD,,pmt,11
23492626,Glovo,5/25/2021,d,33.60,Food delivery,USD,5811.0,pmt,39
72661802,Wolt,5/25/2021,d,27.90,Food delivery,USD,5811.0,pmt,39
40918362,Wolt,5/25/2021,d,37.50,Food delivery,USD,5811.0,pmt,39
15877780,Glovo,5/25/2021,d,33.80,Food delivery,USD,5811.0,pmt,39
79075986,Serenity Wellnes,5/25/2021,d,21.80,Massage,USD,8050.0,pmt,82
50235631,Best Western,5/25/2021,d,"1,563.50",Hotel,USD,7011.0,pmt,104
13142380,Faculty of contemporary arts,5/26/2021,d,164.60,Tuition,USD,8299.0,pmt,17
16725691,Fit and Fun,5/26/2021,d,24.30,Gym membership,USD,,pmt,47
57934670,Faculty of contemporary arts,5/27/2021,d,180.20,Tuition,USD,8299.0,pmt,17
21267660,Wolt,5/27/2021,d,45.80,Food delivery,USD,5811.0,pmt,39
81174489,Wolt,5/27/2021,d,36.60,Food delivery,USD,5811.0,pmt,39
54741976,Wolt,5/27/2021,d,22.40,Food delivery,USD,5811.0,pmt,39
58884779,Claire Stevens,5/27/2021,c,300.10,Monthly rent,USD,,dep,64
65715123,Office365,5/27/2021,d,18.70,Games,USD,5045.0,pmt,90
35806463,Orange,5/28/2021,d,20.60,Internet bill,USD,,pmt,10
76398578,Delhaize,5/28/2021,d,32.90,Supermaket shopping,USD,5499.0,pmt,38
60661008,Lidl,5/28/2021,d,36.10,Supermaket shopping,USD,5499.0,pmt,38
32670635,Earnest,5/28/2021,d,9.60,Charge pay,USD,,fee,74
40176261,A1 Telecom,6/1/2021,d,17.30,Mobile phone bill,USD,,pmt,11
88185546,Glovo,6/1/2021,d,48.10,Food delivery,USD,5811.0,pmt,39
60642645,Glovo,6/1/2021,d,41.40,Food delivery,USD,5811.0,pmt,39
55666996,Wolt,6/1/2021,d,35.20,Food delivery,USD,5811.0,pmt,39
40404277,Karate club,6/1/2021,d,28.60,Club membership,USD,,pmt,71
39320915,Lending Club,6/1/2021,d,40.20,Loan Payment,USD,,pmt,77
84794104,T-Mobile,6/2/2021,d,17.80,Mobile phone bill,USD,,pmt,11
26260247,Music school,6/2/2021,d,187.40,Tuition,USD,8299.0,pmt,17
14241748,Wolt,6/2/2021,d,50.60,Food delivery,USD,5811.0,pmt,39
38614165,Glovo,6/2/2021,d,25.60,Food delivery,USD,5811.0,pmt,39
76352744,Generali,6/2/2021,d,46.00,Extended health insurance,USD,,pmt,48
86049607,Hertz,6/2/2021,d,13.80,Car rent,USD,7519.0,pmt,105
55042469,UniCredit Leasing,6/3/2021,d,450.10,Financial leasing,USD,7394.0,pmt,3
78793209,MetLife,6/3/2021,d,201.00,Life insurance premium,USD,6300.0,pmt,33
52828800,Glovo,6/3/2021,d,37.70,Food delivery,USD,5811.0,pmt,39
25211120,Glovo,6/3/2021,d,20.40,Food delivery,USD,5811.0,pmt,39
42653813,Lily,6/3/2021,d,32.10,Medicine,USD,5912.0,pmt,49
27170962,Visa,6/3/2021,d,43.00,Pay with Mastercard,USD,,pmt,100
42722837,Sixt GmbH,6/3/2021,d,10.30,Car rent,USD,7519.0,pmt,105
58695247,A1 Telecom,6/4/2021,d,6.20,Phone bill,USD,,pmt,9
67979945,Glovo,6/4/2021,d,28.90,Food delivery,USD,5811.0,pmt,39
75119370,Glovo,6/4/2021,d,38.60,Food delivery,USD,5811.0,pmt,39
41883185,,6/5/2021,d,176.40,ATM withdrawal,USD,,wdw,0
13428868,Glovo,6/5/2021,d,32.10,Food delivery,USD,5811.0,pmt,39
74089501,Glovo,6/5/2021,d,19.10,Food delivery,USD,5811.0,pmt,39
32815199,Glovo,6/6/2021,d,49.80,Food delivery,USD,5811.0,pmt,39
68586385,Generali,6/6/2021,d,45.10,Extended health insurance,USD,,pmt,48
78831329,Springfield,6/6/2021,d,276.20,Fotwear,USD,,pmt,89
32446632,Wolt,6/7/2021,d,24.30,Food delivery,USD,5811.0,pmt,39
80168207,Generali,6/7/2021,d,45.60,Extended health insurance,USD,,pmt,48
80963231,A1 Telecom,6/8/2021,d,5.70,Phone bill,USD,,pmt,9
71234195,A1 Telecom,6/8/2021,d,26.70,Internet bill,USD,,pmt,10
29025706,Lidl,6/8/2021,d,34.70,Supermaket shopping,USD,5499.0,pmt,38
56241175,Wolt,6/8/2021,d,30.60,Food delivery,USD,5811.0,pmt,39
46722956,City parkings,6/9/2021,d,2.50,Parking fee,USD,7523.0,pmt,5
70811255,City parkings,6/9/2021,d,1.60,Parking fee,USD,7523.0,pmt,5
73233292,Spotify,6/9/2021,d,15.70,Apple music subscription,USD,5733.0,pmt,22
69872702,MetLife,6/9/2021,d,200.40,Life insurance premium,USD,6300.0,pmt,33
81592583,Claire Stevens,6/9/2021,c,300.70,Monthly rent,USD,,dep,64
34250943,City parkings,6/10/2021,d,1.40,Parking fee,USD,7523.0,pmt,5
36923376,Faculty of contemporary arts,6/10/2021,d,166.00,Tuition,USD,8299.0,pmt,17
87624165,Glovo,6/10/2021,d,34.80,Food delivery,USD,5811.0,pmt,39
37050048,Earnest,6/10/2021,d,7.10,Charge pay,USD,,fee,74
88920242,The barbers,6/10/2021,d,31.10,Haircut,USD,7230.0,pmt,80
66478054,Hertz,6/10/2021,d,15.40,Car rent,USD,7519.0,pmt,105
63727508,Wolt,6/11/2021,d,16.70,Food delivery,USD,5811.0,pmt,39
83386978,Glovo,6/11/2021,d,33.00,Food delivery,USD,5811.0,pmt,39
24529138,Glovo,6/11/2021,d,49.30,Food delivery,USD,5811.0,pmt,39
43671471,Table tenis club PingPong,6/11/2021,d,13.90,Daily pool ticket,USD,5655.0,pmt,50
30567845,Table tenis club PingPong,6/11/2021,d,15.70,Table tennis 2 hrs,USD,5655.0,pmt,50
80437095,Wolt,6/12/2021,d,39.40,Food delivery,USD,5811.0,pmt,39
84054407,Jill,6/12/2021,d,33.80,Allowance,USD,,pmt,67
48213156,MasterCard,6/12/2021,d,38.90,Pay with Mastercard,USD,,pmt,100
35238945,,6/13/2021,d,159.50,ATM withdrawal,USD,,wdw,0
43709973,Tele9,6/13/2021,d,14.40,Television bill,USD,,pmt,12
68026771,Wolt,6/13/2021,d,15.30,Food delivery,USD,5811.0,pmt,39
55728558,Delhaize,6/14/2021,d,36.40,Supermaket shopping,USD,5499.0,pmt,38
55475831,Wolt,6/14/2021,d,27.60,Food delivery,USD,5811.0,pmt,39
19845649,Home cleaning service,6/14/2021,d,46.00,Cleaning,USD,,pmt,55
51022583,Tele9,6/15/2021,d,20.50,Television bill,USD,,pmt,12
72500295,Wolt,6/16/2021,d,15.70,Food delivery,USD,5811.0,pmt,39
42528258,Wolt,6/16/2021,d,43.60,Food delivery,USD,5811.0,pmt,39
84672865,Home cleaning service,6/17/2021,d,48.40,Cleaning,USD,,pmt,55
40818997,Electro distribution,6/18/2021,d,68.90,Utilities payment,USD,,pmt,13
29906504,Red Cross,6/18/2021,d,66.30,Charity,USD,,pmt,41
82293549,City parkings,6/19/2021,d,1.90,Parking fee,USD,7523.0,pmt,5
41634772,Lidl,6/19/2021,d,30.80,Supermaket shopping,USD,5499.0,pmt,38
45492355,Glovo,6/19/2021,d,37.70,Food delivery,USD,5811.0,pmt,39
14027691,Glovo,6/19/2021,d,24.30,Food delivery,USD,5811.0,pmt,39
35977262,New York Times,6/20/2021,d,4.10,National Geographic,USD,5192.0,pmt,23
73669183,Fit and Fun,6/20/2021,d,20.60,Personal trainer,USD,,pmt,47
71499210,The barbers,6/20/2021,d,28.60,Haircut,USD,7230.0,pmt,80
75504265,Real Estate,6/20/2021,d,193.90,Tax pay,USD,9311.0,pmt,96
39301115,Glovo,6/21/2021,d,17.90,Food delivery,USD,5811.0,pmt,39
67414938,Wolt,6/21/2021,d,40.40,Food delivery,USD,5811.0,pmt,39
28647896,Wolt,6/21/2021,d,42.80,Food delivery,USD,5811.0,pmt,39
49548658,Delhaize,6/22/2021,d,39.00,Supermaket shopping,USD,5499.0,pmt,38
72098747,Lidl,6/22/2021,d,34.70,Supermaket shopping,USD,5499.0,pmt,38
13417221,Jill,6/22/2021,d,38.90,Allowance,USD,,pmt,67
42374342,Amazon,6/23/2021,d,9.80,Book,USD,,pmt,20
14464698,Delhaize,6/23/2021,d,36.90,Supermaket shopping,USD,5499.0,pmt,38
69117927,Wolt,6/23/2021,d,47.50,Food delivery,USD,5811.0,pmt,39
47965387,Wolt,6/23/2021,d,31.70,Food delivery,USD,5811.0,pmt,39
12787056,Wolt,6/23/2021,d,42.00,Food delivery,USD,5811.0,pmt,39
85103658,,6/24/2021,d,156.30,ATM withdrawal,USD,,wdw,0
36292652,Glovo,6/24/2021,d,25.60,Food delivery,USD,5811.0,pmt,39
60833191,Wolt,6/24/2021,d,46.20,Food delivery,USD,5811.0,pmt,39
38516274,Fit and Fun,6/24/2021,d,27.20,Personal trainer,USD,,pmt,47
31859291,Lidl,6/24/2021,d,83.80,Supermaket shopping,USD,5200.0,pmt,56
26024259,Bank of America,6/25/2021,d,7.80,Revolut Silver subscription,USD,,fee,26
72707824,Jill,6/25/2021,d,39.60,Allowance,USD,,pmt,67
72976201,Swimming school,6/25/2021,d,28.70,Membership,USD,,pmt,71
47458905,Generali ado,6/26/2021,d,373.50,Kasko insurance,USD,6381.0,pmt,2
18112493,T-Mobile,6/26/2021,d,16.00,Mobile phone bill,USD,,pmt,11
10124603,Comcast,6/26/2021,d,15.70,Television bill,USD,,pmt,12
13288456,Lidl,6/26/2021,d,35.50,Supermaket shopping,USD,5499.0,pmt,38
44459054,Wolt,6/26/2021,d,26.60,Food delivery,USD,5811.0,pmt,39
83279666,Glovo,6/27/2021,d,50.70,Food delivery,USD,5811.0,pmt,39
